candidate_id,company_name,industry_group,evidence_source,evidence_url,evidence_date,close_date,internship_signal,application_signal,importability,company_scale,review_state,last_reviewed,notes
ICU-0116,浙江海亮教育发展有限公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0117,世坤咨询北京有限公司,finance_technology,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0118,永安期货股份有限公司,finance,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0119,杭州银行股份有限公司,finance,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0120,浙江省创业投资集团有限公司,finance,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0121,国科长三角资本管理有限公司,finance,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0122,上海顽岩私募基金管理有限公司,finance,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0123,杭州龙旗科技有限公司,electronics,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0124,东吴证券股份有限公司,finance,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0125,百大集团股份有限公司,retail,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=761C0E1549EF24AFE055000000000001&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=5c83fab2b3cdb3bf80d2bdea06e783e3,2026-05-07,unknown,active_needs_recheck,university_only,not_ready,unknown,internship_evidence_checked,2026-07-26,详情显示投资分析实习但当前状态和官方申请链待查
ICU-0126,浙江热联云盛实业有限公司,trade_supply_chain,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0127,浙江炊大王炊具有限公司,consumer_manufacturing,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=JG0001411&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=8422e6ee096d934d7fd9205871898812,2026-05-07,unknown,active_needs_recheck,university_only,not_ready,unknown,internship_evidence_checked,2026-07-26,详情将岗位标为全职兼实习但需核验在校生和官方申请链
ICU-0128,浙江慕骅跨境电子商务有限公司,cross_border_ecommerce,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0129,歌尔股份有限公司,consumer_electronics,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=761C0E1556F224AFE055000000000001&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=cc75f7a59a496f691ddc0db966b27053,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参会单位页未在摘要中确认明确实习岗位
ICU-0130,臻驱科技上海股份有限公司,intelligent_vehicle,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0131,浙江越隆缝制设备有限公司,intelligent_manufacturing,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=761C0E15647424AFE055000000000001&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=6c5158ce51d5e0caa012165680620114,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,单位页未展示可确认的实习岗位
ICU-0132,杭州中枢魔卡科技有限公司,ai_software,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0133,上海禾赛智能科技有限公司,intelligent_vehicle,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0134,上海博世力士乐液压及自动化有限公司,intelligent_manufacturing,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0135,上海大裂谷智能科技有限公司,ai_robotics,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=JG1499029&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=fd16c1f6dd2769806d0408772b5b7ed8,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,单位页摘要显示全职岗位故不能认定当前实习
ICU-0136,宁波英孚机器人有限公司,ai_robotics,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=JG0001736&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=f87242dd272de109a3d9dd3df385a115,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参会单位页未在摘要中确认明确实习岗位
ICU-0137,杭州蔷薇科技有限责任公司,finance_technology,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=JG1497681&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=8c95827a578662e9ae19c12189ace6db,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,单位页摘要显示全职岗位故不能认定当前实习
ICU-0138,杭州昊盛人工智能科技有限公司,ai_software,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0139,杭州光弦智能科技有限公司,ai_software,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0140,浙江预策科技有限公司,enterprise_software,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=JG1201232&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=75ba95f50dcd1556866c4d7f873fe03d,2026-05-07,unknown,active_needs_recheck,university_only,not_ready,unknown,internship_evidence_checked,2026-07-26,详情明确在校实习可申请但当前状态和官方申请链待查
ICU-0141,北京比特大陆科技有限公司,ai_chips,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0142,苏州特思恩科技有限公司,semiconductor,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0143,博世中国投资有限公司,intelligent_manufacturing,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0144,杭州炎魂网络科技有限公司,gaming,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0145,蚂蚁科技集团股份有限公司,finance_technology,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=JG1204606&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=dffeceb5bb926417222cf0704ed0cc74,2026-05-07,unknown,active_needs_recheck,university_only,not_ready,unknown,internship_evidence_checked,2026-07-26,详情明确27届实习但需核验当前官方申请入口
ICU-0146,杭州似一科技有限公司,ai_software,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0147,杭州博物文化传播有限公司,culture_media,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0148,宁波比昂芯科技有限公司,semiconductor,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphdwXq.zf?dwxxid=JG0001726&zphbh=4F118E352C76C13BE0653A68DD0E9B18&zphsqbh=a52b95992242eeb0735e1d294ef3fbd3,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参会单位页未在摘要中确认明确实习岗位
ICU-0149,光合泰智杭州科技有限公司,ai_software,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0150,八维通科技有限公司,digital_infrastructure,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0151,浙商证券股份有限公司,finance,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0152,杭州易启未来智能科技有限公司,ai_software,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0153,浙江交工集团股份有限公司,engineering_service,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4F118E352C76C13BE0653A68DD0E9B18,2026-05-07,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加实习生双选会但仍需逐岗位确认明确实习
ICU-0154,杭州科百特过滤器材有限公司,intelligent_manufacturing,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0155,北京深势科技有限公司,ai_science,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0156,江西晨光新材料股份有限公司南京分公司,new_materials,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0157,益丰新材料股份有限公司,new_materials,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0158,中建科工集团有限公司,engineering_service,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0159,杭州矿研科技有限公司,new_materials,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0160,广西七色珠光材料股份有限公司,new_materials,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0161,珠海中冠石油化工有限公司,chemicals,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0162,浙江大学温州研究院,public_research,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0163,智元柏迈浙江科技有限公司,ai_robotics,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0164,物产中大金属集团有限公司,trade_supply_chain,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0165,西安稀有金属材料研究院有限公司,new_materials,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0166,浙江华友钴业股份有限公司,new_materials,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0167,浙江荣星新材料科技有限公司,new_materials,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0168,中哲物产集团有限公司,trade_supply_chain,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0169,贵州东华工程股份有限公司,engineering_service,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0170,中化蓝天集团有限公司,chemicals,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0171,浙江卫星石化股份有限公司,chemicals,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0172,浙江嘉澳环保科技股份有限公司,chemicals,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0173,中国民生银行宁波分行,finance,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0174,上海张奶奶实业有限公司,consumer,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0175,北京学而思教育科技有限公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0176,宁波市江北区鹏图科技培训有限公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0177,宁波市海曙区朗阁外语培训学校有限公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0178,杭州创心医学科技有限公司,medical_device,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0179,凯莱英医药集团天津股份有限公司,biotechnology,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0180,江苏博云塑业股份有限公司,new_materials,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0181,杭州瑞欧科技有限公司,professional_service,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0182,都创上海医药科技股份有限公司,biotechnology,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0183,江苏擎宇化工科技有限公司,chemicals,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0184,合肥他们方田教育科技有限公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0185,浙江嘉化能源化工股份有限公司,energy_chemicals,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0186,上海氯碱化工股份有限公司,chemicals,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0187,浙江荣盛控股集团有限公司,chemicals,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0188,浙江亚棕科技有限公司,new_materials,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0189,惠生工程中国有限公司,engineering_service,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0190,沃顿科技股份有限公司,new_materials,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0191,巨石集团有限公司,new_materials,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0192,云山动力宁波有限公司,energy_technology,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0193,宁波浮沉矿业有限公司,mining,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0194,浙江弘流科技有限公司,energy_technology,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0195,浙江镇洋发展股份有限公司,chemicals,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0196,作业帮教育科技上海有限公司,education,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0197,浙江仙居君业药业有限公司,biotechnology,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
ICU-0198,日出实业集团有限公司,trade_supply_chain,university,https://www.career.zju.edu.cn/jyxt/sczp/zphgl/ckZphsqdw.zf?zphbh=4C8F732348675807E0653A68DD0E9B18,2026-03-27,unknown,discovery_only,unknown,not_ready,unknown,discovered,2026-07-26,参加材化实习就业双选会但需确认明确实习岗位
